Ticker,Date,Open,High,Low,Close,Volume
AAPL,2015-04-17 00:00:00-04:00,28.03878931074127,28.170551816596443,27.79536126738247,27.860126495361328,207828000
AAPL,2015-04-20 00:00:00-04:00,28.043259493387595,28.612744111609118,27.95392807174839,28.496614456176758,188217200
AAPL,2015-04-21 00:00:00-04:00,28.608280273384672,28.630610999180256,28.288919884343844,28.342519760131836,129740400
AAPL,2015-04-22 00:00:00-04:00,28.360383664610687,28.780239120097384,28.210754517075305,28.724407196044922,150618000
AAPL,2015-04-23 00:00:00-04:00,28.65293883984712,29.126392378340356,28.617205597169626,28.95889663696289,183083600
AAPL,2015-04-24 00:00:00-04:00,29.142036965552848,29.173302711713795,28.86064184239359,29.095136642456055,178103600
AAPL,2015-04-27 00:00:00-04:00,29.548483853042118,29.731614180501488,29.289422934655136,29.624414443969727,387816800
AAPL,2015-04-28 00:00:00-04:00,30.028649294371498,30.046512514711317,28.936576786641215,29.157669067382812,475696000
AAPL,2015-04-29 00:00:00-04:00,29.068329393289822,29.38768631523267,28.652939804382193,28.728870391845703,253544400
AAPL,2015-04-30 00:00:00-04:00,28.72886826934814,28.72886826934814,27.822158571057354,27.94945526123047,332781600
AAPL,2015-05-01 00:00:00-04:00,28.161621657599095,29.061633688785268,27.982960526076326,28.798105239868164,234050400
AAPL,2015-05-04 00:00:00-04:00,28.920934246947915,29.15989649766207,28.644006699969907,28.742271423339844,203953200
AAPL,2015-05-05 00:00:00-04:00,28.619441582873787,28.686440570180817,28.090156057797344,28.094623565673828,197085600
AAPL,2015-05-06 00:00:00-04:00,28.26435069961003,28.306783504139773,27.549702803532718,27.918193817138672,288564000
AAPL,2015-05-07 00:00:00-04:00,27.980990529252118,28.274773039026737,27.812795101973443,28.090879440307617,175763600
AAPL,2015-05-08 00:00:00-04:00,28.40932129864255,28.620126724243164,28.281492877176024,28.620126724243164,222201600
AAPL,2015-05-11 00:00:00-04:00,28.56854717086461,28.606671048184207,28.17384818122156,28.328588485717773,168143200
AAPL,2015-05-12 00:00:00-04:00,28.16712698746962,28.454180240640554,27.99220401825435,28.227678298950195,192640000
AAPL,2015-05-13 00:00:00-04:00,28.290477236409217,28.523708483897828,28.227684537272424,28.25908088684082,138776800
AAPL,2015-05-14 00:00:00-04:00,28.573040038722173,28.918399810791016,28.516974896234426,28.918399810791016,180814000
AAPL,2015-05-15 00:00:00-04:00,28.945313447144432,29.039502476024015,28.75244921983536,28.878034591674805,152832000
AAPL,2015-05-18 00:00:00-04:00,28.790566892937537,29.31533569285124,28.78608072435578,29.19647789001465,203531600
AAPL,2015-05-19 00:00:00-04:00,29.308613283085617,29.351223337213625,29.07313900949819,29.169572830200195,178532800
AAPL,2015-05-20 00:00:00-04:00,29.15386516889788,29.37363950202688,29.005852416773912,29.167320251464844,145819600
AAPL,2015-05-21 00:00:00-04:00,29.169571193328686,29.519417101566336,29.115747429775045,29.465593338012695,158921600
AAPL,2015-05-22 00:00:00-04:00,29.51269152082581,29.81992739775114,29.46783667057702,29.723493576049805,182384000
AAPL,2015-05-26 00:00:00-04:00,29.736946195221503,29.806466408616938,28.956517125116992,29.068647384643555,282790400
AAPL,2015-05-27 00:00:00-04:00,29.23012019454992,29.660700053598696,29.165086138638944,29.61136245727539,183332800
AAPL,2015-05-28 00:00:00-04:00,29.571001789604527,29.59118442161198,29.400564971633127,29.55306053161621,122933200
AAPL,2015-05-29 00:00:00-04:00,29.429719799014713,29.47905740849065,29.131452767890348,29.216672897338867,203538000
AAPL,2015-06-01 00:00:00-04:00,29.216662593019702,29.465591926874144,29.16508362746622,29.27496910095215,128451200
AAPL,2015-06-02 00:00:00-04:00,29.122468135220835,29.301877216334294,29.00136897308682,29.144895553588867,134670400
AAPL,2015-06-03 00:00:00-04:00,29.301883018825503,29.364675696358162,29.13144281814176,29.1807804107666,123934000
AAPL,2015-06-04 00:00:00-04:00,29.059681144123864,29.283941683817417,28.909426993162494,29.010343551635742,153800400
AAPL,2015-06-05 00:00:00-04:00,29.041746681910034,29.084356741927525,28.786089743750175,28.851123809814453,142507200
AAPL,2015-06-08 00:00:00-04:00,28.907180282206603,28.976703919337854,28.442962775213026,28.66049575805664,210699200
AAPL,2015-06-09 00:00:00-04:00,28.4138094674482,28.723290104771344,28.171609386855806,28.57527732849121,224301600
AAPL,2015-06-10 00:00:00-04:00,28.687412579464038,29.0058621879515,28.671714407523737,28.9027042388916,156349200
AAPL,2015-06-11 00:00:00-04:00,28.96997272313957,29.194233246174658,28.812991041403812,28.83765983581543,141563600
AAPL,2015-06-12 00:00:00-04:00,28.74795558852689,28.779351923337583,28.50575382486845,28.519208908081055,147544800
AAPL,2015-06-15 00:00:00-04:00,28.2792526425688,28.53490951126304,28.191791172277195,28.463146209716797,175955600
AAPL,2015-06-16 00:00:00-04:00,28.487814117243897,28.671707678661107,28.33980306096761,28.615642547607422,125976400
AAPL,2015-06-17 00:00:00-04:00,28.6425613008195,28.67844210359998,28.422785181514005,28.548372268676758,131672400
AAPL,2015-06-18 00:00:00-04:00,28.532664506646114,28.77486454918359,28.530421422547366,28.67843246459961,141628800
AAPL,2015-06-19 00:00:00-04:00,28.640311537864434,28.664980332574395,28.346530796646586,28.391382217407227,218867600
AAPL,2015-06-22 00:00:00-04:00,28.590979427448673,28.718807883182006,28.499033483977787,28.617891311645508,136157200
AAPL,2015-06-23 00:00:00-04:00,28.588732211470873,28.617885463497288,28.454174528956322,28.48781394958496,121075600
AAPL,2015-06-24 00:00:00-04:00,28.52817999471631,29.109015620040665,28.507997369571378,28.73001480102539,221123600
AAPL,2015-06-25 00:00:00-04:00,28.898216165727067,28.974463935565506,28.59322166442871,28.59322166442871,127752400
AAPL,2015-06-26 00:00:00-04:00,28.631343323024424,28.703106628869005,28.371201980952378,28.425024032592773,176267200
AAPL,2015-06-29 00:00:00-04:00,28.135724521616837,28.3622281249852,27.915950171038084,27.927162170410156,196645600
AAPL,2015-06-30 00:00:00-04:00,28.160396048927392,28.283740030796153,28.00117127022454,28.128999710083008,177482800
AAPL,2015-07-01 00:00:00-04:00,28.458661059520214,28.467631685866746,28.254583159823643,28.391382217407227,120955200
AAPL,2015-07-02 00:00:00-04:00,28.353265719407744,28.41157395035263,28.20525291261822,28.35550880432129,108844000
AAPL,2015-07-06 00:00:00-04:00,28.019108898355626,28.30840516396191,27.998924562583504,28.256824493408203,112241600
AAPL,2015-07-07 00:00:00-04:00,28.232160691047177,28.290468913508555,27.75672770592408,28.18730926513672,187787200
AAPL,2015-07-08 00:00:00-04:00,27.915952120650502,27.951832916507765,27.480886135691033,27.487613677978516,243046400
AAPL,2015-07-09 00:00:00-04:00,27.774670367335418,27.821764880218186,26.73634457726911,26.926965713500977,314380000
AAPL,2015-07-10 00:00:00-04:00,27.34633272564635,27.7746694975796,27.182621767061306,27.646841049194336,245418000
AAPL,2015-07-13 00:00:00-04:00,28.0392949046324,28.203005850855508,27.880070127331642,28.180580139160156,165762000
AAPL,2015-07-14 00:00:00-04:00,28.265798938111953,28.339805327655316,28.04153839596029,28.16936683654785,127072400
AAPL,2015-07-15 00:00:00-04:00,28.194035260924476,28.51472790040736,28.162638922315423,28.44072151184082,134596800
AAPL,2015-07-16 00:00:00-04:00,28.647043252125144,28.833181637210444,28.559581771223318,28.81972312927246,144889600
AAPL,2015-07-17 00:00:00-04:00,28.947548210010208,29.068647384643555,28.774866652194998,29.068647384643555,184658800
AAPL,2015-07-20 00:00:00-04:00,29.37140172548937,29.81992278300993,29.310850424579744,29.61808967590332,235600800
AAPL,2015-07-21 00:00:00-04:00,29.793013852130155,29.808710310384445,29.225634964554256,29.322065353393555,307025600
AAPL,2015-07-22 00:00:00-04:00,27.35754677723371,28.14470186627101,27.35754677723371,28.0819091796875,461802400
